BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,300,79200,350 Q SAGM PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,200,17800,350 SB CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,200,27800,350 D CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,400,69200,450 T SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Sir Sunderlal Hospital Blood Bank,Varanasi ,Uttar Pradesh,250,200000,450 Q SAGM ILF TAT (TIB),Mipl,Sun Traders,digember.singh@mipl.in,ILF&LSF
Sir Sunderlal Hospital Blood Bank,Varanasi ,Uttar Pradesh,250,13250,300 TR,Mipl,Sun Traders,digember.singh@mipl.in,OTHERS
Sir Sunderlal Hospital Blood Bank,Varanasi ,Uttar Pradesh,1650,343200,350 T SAGM PDS NPD,Mipl,Sun Traders,digember.singh@mipl.in,OTHERS
Sir Sunderlal Hospital Blood Bank,Varanasi ,Uttar Pradesh,300,51000,350 D SAGM PDS NPD,Mipl,Sun Traders,digember.singh@mipl.in,OTHERS
"Siri Blood Centre, Khammam",Khammam,Telangana,50,2700,350 SB CPDA,JMS,Others,sinderaviteja@mipl.in,OTHERS
"Siri Blood Centre, Khammam",Khammam,Telangana,200,20900,450 D CPDA,JMS,Others,sinderaviteja@mipl.in,OTHERS
"Siri Voluntary Blood Bank, Kothagudem",Kothagudem,Telangana,20,1080,350 SB CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
"Siri Voluntary Blood Bank, Kothagudem",Kothagudem,Telangana,100,10450,450 D CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
Siva Blood Bank,Khammam,Telangana,200,56950,450 D CPDA,JMS,Others,sinderaviteja@mipl.in,OTHERS
Sivan Blood Bank Run by Lakshmiammal Memorial Trust,Madurai,Tamil Nadu,100,17300,350 T SAGM ,Mipl,ADHAVAN VACCINE AND DISPOSABLES,sudhir.kumar@mipl.in,OTHERS
Sivan Blood Bank Run by Lakshmiammal Memorial Trust,Madurai,Tamil Nadu,100,14000,350 D SAGM,Polymed,AR Pharma,sudhir.kumar@mipl.in,OTHERS
Sivan Blood Bank Run by Lakshmiammal Memorial Trust,Madurai,Tamil Nadu,100,14000,350 D SAGM,Mipl,ADHAVAN VACCINE AND DISPOSABLES,sudhir.kumar@mipl.in,OTHERS
Smitha Memorial Hospital ,Thodupuzha ,Kerala,150,21000,450 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Smitha Memorial Hospital ,Thodupuzha ,Kerala,100,14000,350 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Smt Anila Kantilal Kothari Blood Bank Department of Hemato Oncology,Miraj,Maharashtra,50,45000,450 Q SAGM TAB ILF,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,ILF&LSF
Smt Anila Kantilal Kothari Blood Bank Department of Hemato Oncology,Miraj,Maharashtra,100,26800,450 Q SAGM TAB PDS NPD,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Smt Indira Gandhi Government Multispeciality Blood Bank ,Kaithal,Haryana,20,3460,450 T SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Smt Indira Gandhi Government Multispeciality Blood Bank ,Kaithal,Haryana,50,7000,450 D SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Smt Indira Gandhi Government Multispeciality Blood Bank ,Kaithal,Haryana,80,11200,350 D SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Smt Indira Gandhi Government Multispeciality Blood Bank ,Kaithal,Haryana,40,2120,300 TR,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Smt Indira Gandhi Government Multispeciality Blood Bank ,Kaithal,Haryana,50,2700,350 SB CPDA,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Smt S R Mehta Sir K P Cardiac Institute Blood Bank,Mumbai,Maharashtra,150,135000,450 Q SAGM TAB ILF,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Smt S R Mehta Sir K P Cardiac Institute Blood Bank,Mumbai,Maharashtra,150,39600,350 Q SAGM PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Smt S R Mehta Sir K P Cardiac Institute Blood Bank,Mumbai,Maharashtra,150,40200,450 Q SAGM TAB PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Smt Vasantidevi Baldota Blood Bank,Bellary,Karnataka,100,5400,350 SB CPDA,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Sneh Pathology Xray and Blood Bank,Kanpur,Uttar Pradesh,80,13840,350 T SAGM ,HLL,sujata international,digember.singh@mipl.in,OTHERS
Sneh Pathology Xray and Blood Bank,Kanpur,Uttar Pradesh,200,28000,350 D SAGM,HLL,sujata international,digember.singh@mipl.in,OTHERS
Soban Singh Jeena Base Hospital SSJ Blood Bank,Haldwani,Uttarakhand,200,10800,350 SB CPDA,Mipl,Bhawani Diagnostic & Lab Chem,jitum.kumar@mipl.in,OTHERS
Soban Singh Jeena Base Hospital SSJ Blood Bank,Haldwani,Uttarakhand,300,51900,350 T SAGM ,Mipl,Bhawani Diagnostic & Lab Chem,jitum.kumar@mipl.in,OTHERS
Soban Singh Jeena Base Hospital SSJ Blood Bank,Haldwani,Uttarakhand,400,56000,350 D SAGM,Mipl,Bhawani Diagnostic & Lab Chem,jitum.kumar@mipl.in,OTHERS
Solace Hospital and Research centre PvtLtd Blood bank,Goalpara,Assam,400,21600,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Solan Regional Hospital Blood Bank,Solan,Himachal Pradesh,120,12540,450 D CPDA,Mipl,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Solan Regional Hospital Blood Bank,Solan,Himachal Pradesh,30,1620,350 SB CPDA,Mipl,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Solan Regional Hospital Blood Bank,Solan,Himachal Pradesh,50,7887.5,350 T CPDA,Mipl,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Solan Regional Hospital Blood Bank,Solan,Himachal Pradesh,80,11200,350 D SAGM,Mipl,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Solapur Blood Bank,Solapur,Maharashtra,50,10400,350 T SAGM PDS NPD,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Solapur Blood Bank,Solapur,Maharashtra,100,26400,350 Q SAGM PDS NPD,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Solapur Blood Bank,Solapur,Maharashtra,150,21000,350 D SAGM,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Sonipat Blood Bank,Sonipat,Haryana,40,6920,450 T SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Sonipat Blood Bank,Sonipat,Haryana,120,16800,450 D SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Sonipat Blood Bank,Sonipat,Haryana,100,14000,350 D SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
South Eastern Railway Main Hospital Blood Bank Kharagpur,Medinipur West,West Bengal,125,6750,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Southern Railway Headquarters Hospital,Chennai,Tamil Nadu,200,28000,350 D SAGM,HLL,DSB Diagnostic,sudhir.kumar@mipl.in,OTHERS
Sparsh hospital blood bank ,Bengaluru ,Karnataka,180,31140,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Sparsh hospital blood bank ,Bengaluru ,Karnataka,200,28000,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Sparsh hospital blood bank ,Bengaluru ,Karnataka,5,3000,500 LSF RBC,TerumoPenpal,Others,mohammed.asif@mipl.in,ILF&LSF
Sree Abirami Hospital Private Limited Blood bank,Coimbatore,Tamil Nadu,200,28000,350 D SAGM,Polymed,Jomed medical devises,sudhir.kumar@mipl.in,OTHERS
"Sree Balaji Hospital Blood Bank, Sangareddy",Sangareddy,Telangana,20,1080,350 SB CPDA,,Others,sinderaviteja@mipl.in,OTHERS
"Sree Balaji Hospital Blood Bank, Sangareddy",Sangareddy,Telangana,80,13840,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Sree Balaji Hospital Blood Bank, Sangareddy",Sangareddy,Telangana,100,14000,350 D SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sree Balaji Medical College and Hospital,Chennai,Tamil Nadu,100,17300,350 T SAGM ,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sree Balaji Medical College and Hospital,Chennai,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sree Gokulam Medical College and Research Foundation Blood Bank,Trivandrum,Kerala,150,21000,450 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Sree Gokulam Medical College and Research Foundation Blood Bank,Trivandrum,Kerala,100,14000,350 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Sree Surya Abhayanjaneya Blood Bank,Anakapalli,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
Sree Surya Abhayanjaneya Blood Bank,Anakapalli,Andhra Pradesh,120,12540,450 D CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
Sree Venkateswara Blood Bank,Chennai,Tamil Nadu,100,17300,350 T SAGM ,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sree Venkateswara Blood Bank,Chennai,Tamil Nadu,100,5400,350 SB CPDA,Mipl,Radient speciality diagnostics,sudhir.kumar@mipl.in,OTHERS
Sree Venkateswara Blood Bank,Chennai,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sree Walfare Society Blood Bank,Guntur,Andhra Pradesh,20,1080,350 SB CPDA,JMS,Span Healthcare P Ltd,sinderaviteja@mipl.in,OTHERS
Sree Walfare Society Blood Bank,Guntur,Andhra Pradesh,120,12540,450 D CPDA,JMS,Span Healthcare P Ltd,sinderaviteja@mipl.in,OTHERS
Sri Balaji Action Medical Institute Blood Bank,New Delhi,Delhi NCR,120,32160,450 Q SAGM TAB PDS NPD,Fresenius,Vinay Brothers ,akram@mipl.in,OTHERS
Sri Balaji Action Medical Institute Blood Bank,New Delhi,Delhi NCR,250,225000,450 Q SAGM TAB ILF,Fresenius,Vinay Brothers ,akram@mipl.in,ILF&LSF
Sri Buddala Narasimhamurty Blood Centre,Tanuku,Andhra Pradesh,50,2700,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Buddala Narasimhamurty Blood Centre,Tanuku,Andhra Pradesh,60,6270,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Buddala Narasimhamurty Blood Centre,Tanuku,Andhra Pradesh,40,5600,450 D SAGM,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Chamarajendra District Hospital Blood Bank,Hassan,Karnataka,134,23182,450 T SAGM,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Sri Chamarajendra District Hospital Blood Bank,Hassan,Karnataka,156,21840,350 D SAGM,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Sri Deepa Voluntary Blood Centre,Rayachoty,Andhra Pradesh,30,1620,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Sri Deepa Voluntary Blood Centre,Rayachoty,Andhra Pradesh,120,12540,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,Mohali,Punjab,150,40200,450 Q SAGM TAB PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,Mohali,Punjab,50,8500,450 D SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,Mohali,Punjab,20,3400,350 D SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,Amritsar,Punjab,150,40200,450 Q SAGM TAB PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,Amritsar,Punjab,100,17000,450 D SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,Amritsar,Punjab,40,5560,350 D CPDA PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Sri Jagdamba Charitable Blood Bank and Component,Agra,Uttar Pradesh,120,6480,350 SB CPDA,Polymed,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Sri Jagdamba Charitable Blood Bank and Component,Agra,Uttar Pradesh,50,8650,350 T SAGM ,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Sri Jagdamba Charitable Blood Bank and Component,Agra,Uttar Pradesh,100,14000,350 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Sri Jagdamba Charitable Blood Bank and Component,Agra,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Sri Jagdamba Charitable Blood Bank and Component,Agra,Uttar Pradesh,200,28000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Sri Jayadeva Institute of Cardiology Blood Bank,Bengaluru,Karnataka,150,23662.5,450 T CPDA,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Sri Jayadeva Institute of Cardiology Blood Bank,Bengaluru,Karnataka,186,19437,450 D CPDA,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Sri Krishna Medical College Hospital SKMCH Blood Bank,Muzaffarpur,Bihar,350,55212.5,350 T CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Sri Krishna Medical College Hospital SKMCH Blood Bank,Muzaffarpur,Bihar,300,16200,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Sri Krishna Medical College Hospital SKMCH Blood Bank,Muzaffarpur,Bihar,50,8650,350 T SAGM ,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Sri Krishna Medical College Hospital SKMCH Blood Bank,Muzaffarpur,Bihar,200,10800,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Sri Maharaja Gulab Singh SMGS Hospital Blood Bank,Jammu,Jammu & Kashmir,1000,198000,450 T SAGM TAB PDS NPD,TerumoPenpal,Terumo PP,muneer.ahmed@mipl.in,OTHERS
Sri Narayani Hospital and Research Centre Blood Bank,Vellore,Tamil Nadu,300,69000,450 Q SAGM,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sri Narayani Hospital and Research Centre Blood Bank,Vellore,Tamil Nadu,200,28000,350 D SAGM,HLL,DSB Diagnostic,sudhir.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,50,2700,100 SB CPDA,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,100,5300,300 TR,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,200,10800,350 SB CPDA,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,50,2700,350 SB CPDA,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,300,69000,450 Q SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Bareilly,Uttar Pradesh,200,28000,450 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Sri Ramachandra Medical College and Research Institute Blood Bank,Chennai,Tamil Nadu,700,187600,450 Q SAGM TAB PDS NPD,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
Sri Ramakrishna Hospital Blood Bank,Coimbatore,Tamil Nadu,400,69200,350 T SAGM ,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,OTHERS
Sri Ramakrishna Hospital Blood Bank,Coimbatore,Tamil Nadu,200,28000,350 D SAGM,Mipl,SK Agency,sudhir.kumar@mipl.in,OTHERS
Sri Ramakrishna Hospital Blood Bank,Coimbatore,Tamil Nadu,48,38400,350 Q SAGM ILF TAT (TIB),Mipl,SK Agency,sudhir.kumar@mipl.in,ILF&LSF
Sri Ramkrishna Institue of Medical Science Sanaka Hospital,Bardhaman,West Bengal,15,810,350 SB CPDA,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Sri Sai Hospital and Blood Bank,Moradabad,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Sri Sai Hospital and Blood Bank,Moradabad,Uttar Pradesh,100,5400,100 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Sri Sai Hospital and Blood Bank,Moradabad,Uttar Pradesh,150,25950,350 T SAGM ,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Sri Sai Hospital and Blood Bank,Moradabad,Uttar Pradesh,500,70000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,Bengaluru,Karnataka,120,20760,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,Bengaluru,Karnataka,170,23800,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Sri Satya Sai Institute Of Higher Medical Sciences Blood Bank,Puttaparthy,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Satya Sai Institute Of Higher Medical Sciences Blood Bank,Puttaparthy,Andhra Pradesh,20,2090,450 D CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Satya Sai Institute Of Higher Medical Sciences Blood Bank,Puttaparthy,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Shakti Blood Bank,Raichur,Karnataka,100,17300,450 T SAGM,Mipl,PRABHU ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Sri Shakti Blood Bank,Raichur,Karnataka,130,18200,450 D SAGM,Mipl,PRABHU ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Sri Shankara Cancer Hospital and Research Centre Blood Bank,Bengaluru,Karnataka,300,80400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Sri Sidhartha Medical College Blood Bank,Tumakuru,Karnataka,160,22400,350 D SAGM,JMS,Others,mohammed.asif@mipl.in,OTHERS
Sri Sidhartha Medical College Blood Bank,Tumakuru,Karnataka,100,5400,350 SB CPDA,JMS,Others,mohammed.asif@mipl.in,OTHERS
Sri Tirumala Hospital Blood Centre,Kodad,Telangana,20,1080,350 SB CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Sri Tirumala Hospital Blood Centre,Kodad,Telangana,100,10450,450 D CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Sri Venkata Sai Charitable Trust Blood Centre,Tirupati,Andhra Pradesh,20,1080,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Sri Venkata Sai Charitable Trust Blood Centre,Tirupati,Andhra Pradesh,200,28000,450 D SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
Sri Venkateswara Institute Of Medical Sciences Blood Centre,Tirupati,Andhra Pradesh,10,540,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Venkateswara Institute Of Medical Sciences Blood Centre,Tirupati,Andhra Pradesh,10,1730,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Venkateswara Institute Of Medical Sciences Blood Centre,Tirupati,Andhra Pradesh,200,53600,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Sri Yuvasena Blood Bank,Kakinada,Andhra Pradesh,20,3460,450 T SAGM,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Yuvasena Blood Bank,Kakinada,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Yuvasena Blood Bank,Kakinada,Andhra Pradesh,60,6270,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Sri Yuvasena Blood Bank,Kakinada,Andhra Pradesh,80,11200,450 D SAGM,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Srikara Hospital Blood Bank,Hyderabad,Telangana,10,540,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Srikara Hospital Blood Bank,Hyderabad,Telangana,20,3460,450 T SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
Srikara Hospital Blood Bank,Hyderabad,Telangana,120,12540,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Srinivasa Institute of Medical Sciences and Research Centre Blood Bank,Mangalore,Karnataka,50,2700,350 SB CPDA,JMS,Others,mohammed.asif@mipl.in,OTHERS
Srinivasa Institute of Medical Sciences and Research Centre Blood Bank,Mangalore,Karnataka,60,8400,450 D SAGM,JMS,Others,mohammed.asif@mipl.in,OTHERS
Srujana Telangana Thalassemia Society Blood Bank,Hyderabad,Telangana,20,1080,350 SB CPDA,Mipl,SUNEEL PHARMA & DIAGNOSTICS,sinderaviteja@mipl.in,OTHERS
Srujana Telangana Thalassemia Society Blood Bank,Hyderabad,Telangana,80,8360,450 D CPDA,Mipl,SUNEEL PHARMA & DIAGNOSTICS,sinderaviteja@mipl.in,OTHERS
St George Hospital Regional Blood Bank,Mumbai,Maharashtra,100,20800,350 T SAGM PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
St George Hospital Regional Blood Bank,Mumbai,Maharashtra,500,132000,350 Q SAGM PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
St John Ambulance Association Blood Bank,Cooch Behar,West Bengal,200,10800,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
St John Ambulance Association Cooch Berar District Centre,Cooch Behar,West Bengal,200,10800,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
St Johns Medical College Blood Bank,Bengaluru,Karnataka,6,1608,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
St Johns Medical College Blood Bank,Bengaluru,Karnataka,186,29341.5,450 T CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
St Johns Medical College Blood Bank,Bengaluru,Karnataka,150,15675,450 D CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
St Johns Medical College Blood Bank,Bengaluru,Karnataka,120,12540,350 D CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
St Judes Hospital Blood Bank,Jhansi,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,Atharv Enterprises,jitum.kumar@mipl.in,OTHERS
St Martha- Hospital Blood Bank,Bengaluru ,Karnataka,130,104000,350 Q SAGM ILF TAT (TIB),TerumoPenpal,Others,mohammed.asif@mipl.in,ILF&LSF
St Peter's Blood Bank ,Hosur ,Karnataka,100,17300,450 T SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
St Peter's Blood Bank ,Hosur ,Karnataka,140,19600,450 D SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
St Stephens Hospital Blood Bank,New Delhi,Delhi NCR,120,16800,350 D SAGM,TerumoPenpal,Meridian Healthcare ,akram@mipl.in,OTHERS
St Stephens Hospital Blood Bank,New Delhi,Delhi NCR,100,90000,450 Q SAGM TAB ILF,TerumoPenpal,Meridian Healthcare ,akram@mipl.in,ILF&LSF
St Stephens Hospital Blood Bank,New Delhi,Delhi NCR,200,53600,450 Q SAGM TAB PDS NPD,TerumoPenpal,Meridian Healthcare ,akram@mipl.in,OTHERS
St Thomas Blood Bank Components Research Center,Chennai,Tamil Nadu,30,5400,500 ACD,Mipl,AR Pharma,sudhir.kumar@mipl.in,OTHERS
St Thomas Blood Bank Components Research Center,Chennai,Tamil Nadu,20,12000,500 LSF RBC,Fresenius,Balaji healthcare,sudhir.kumar@mipl.in,ILF&LSF
St Thomas Blood Bank Components Research Center,Chennai,Tamil Nadu,200,34600,350 T SAGM ,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
St Thomas Blood Bank Components Research Center,Chennai,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,medmer,sudhir.kumar@mipl.in,OTHERS
"St. Ann's Hospital Blood Bank, Warangal",Warangal,Telangana,100,5400,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
"St. Ann's Hospital Blood Bank, Warangal",Warangal,Telangana,60,6270,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
St. Joseph's General Hospital Blood Bank,Guntur,Andhra Pradesh,150,8100,350 SB CPDA,Mipl,Others,sinderaviteja@mipl.in,OTHERS
St. Therasas Hospital Blood Centre,Hyderabad,Telangana,40,36000,450 Q SAGM TAB ILF,TerumoPenpal,Others,sinderaviteja@mipl.in,ILF&LSF
St. Therasas Hospital Blood Centre,Hyderabad,Telangana,200,53600,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"St.Anns Hospital Blood Bank, Vijayawada",Vijayawada,Andhra Pradesh,20,1080,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
"St.Anns Hospital Blood Bank, Vijayawada",Vijayawada,Andhra Pradesh,120,16800,450 D SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
Stanley Government Hospital Blood Bank,Chennai,Tamil Nadu,100,5400,350 SB CPDA,TerumoPenpal,sun biomed,sudhir.kumar@mipl.in,OTHERS
Stanley Government Hospital Blood Bank,Chennai,Tamil Nadu,300,51900,350 T SAGM ,TerumoPenpal,Sun Biomed,sudhir.kumar@mipl.in,OTHERS
